record_id,timestamp,junction_id,junction_name,day_type,is_festival,weather_condition,is_rain,rainfall_mm,temperature_c,visibility_m,is_accident,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
WX500730,2026-03-24 17:25:53,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,33.0,2780.0,False,0.859,13.8,51.7,121.1,0.073,0.169,0.921,Heavy congestion detected - signal timing extended and reroute suggested
WX500731,2026-02-17 21:27:08,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,22.4,2145.0,False,0.326,38.3,25.9,110.9,0.104,0.24,0.954,Moderate traffic flow - standard adaptive signal timing in effect
WX500732,2025-07-04 15:59:09,J031,Cubbon Road,Weekday,False,Rain,True,23.8,24.3,442.0,False,0.761,10.3,56.8,128.3,0.051,0.118,0.905,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500733,2026-05-02 12:57:58,J002,Marathahalli,Weekend,True,Clear,False,0.0,29.0,2047.0,False,0.364,31.0,19.8,136.8,0.108,0.249,0.923,Moderate traffic flow - standard adaptive signal timing in effect
WX500734,2026-04-17 08:54:20,J010,Shivajinagar,Weekday,False,Clear,False,0.0,25.5,1787.0,False,0.951,10.3,56.1,278.8,0.108,0.249,0.917,Heavy congestion detected - signal timing extended and reroute suggested
WX500735,2025-10-31 05:47:06,J016,Sarjapur Road,Weekday,False,Light Rain,True,5.3,16.2,598.0,False,0.329,12.2,18.3,274.0,0.117,0.27,0.924,Light rain detected - minor speed reduction advised
WX500736,2025-07-20 11:07:40,J015,Bellandur,Weekend,False,Clear,False,0.0,24.7,1765.0,False,0.272,34.6,18.1,122.1,0.094,0.217,0.987,Moderate traffic flow - standard adaptive signal timing in effect
WX500737,2025-06-09 00:01:42,J024,JP Nagar,Weekday,False,Clear,False,0.0,20.8,2548.0,False,0.24,32.0,14.9,128.0,0.118,0.273,0.97,Normal free-flow traffic - standard signal timing maintained
WX500738,2026-05-21 13:22:44,J033,Trinity Circle,Weekday,False,Light Rain,True,3.3,26.9,420.0,False,0.366,9.6,29.7,487.3,0.132,0.305,0.904,Light rain detected - minor speed reduction advised
WX500739,2025-06-15 20:47:08,J003,KR Puram,Weekend,False,Clear,False,0.0,25.3,2251.0,False,0.306,32.4,13.8,40.5,0.021,0.049,0.95,Moderate traffic flow - standard adaptive signal timing in effect
WX500740,2025-03-30 18:17:05,J040,City Market,Weekend,True,Light Rain,True,7.4,26.6,518.0,False,1.0,9.9,71.6,528.7,0.213,0.492,0.79,Festival crowd surge detected - alternate route and extended cycle recommended
WX500741,2025-11-18 09:20:39,J039,KR Market,Weekday,False,Clear,False,0.0,21.7,2491.0,False,1.0,9.3,66.0,274.0,0.118,0.273,0.923,Heavy congestion detected - signal timing extended and reroute suggested
WX500742,2025-08-27 19:05:19,J036,HAL Airport Road,Weekday,True,Clear,False,0.0,24.6,1770.0,False,1.0,9.4,63.4,302.8,0.127,0.293,0.875,Festival crowd surge detected - alternate route and extended cycle recommended
WX500743,2025-04-04 09:30:12,J023,Basavanagudi,Weekday,False,Clear,False,0.0,28.6,1649.0,False,0.924,12.2,57.2,284.2,0.128,0.296,0.948,Heavy congestion detected - signal timing extended and reroute suggested
WX500744,2026-05-29 16:16:55,J018,Nagawara,Weekday,False,Rain,True,10.1,28.2,367.0,False,0.744,7.6,50.3,360.8,0.123,0.284,0.911,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500745,2026-06-01 23:13:18,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,21.6,1801.0,False,0.158,30.1,12.0,65.5,0.046,0.106,0.952,Normal free-flow traffic - standard signal timing maintained
WX500746,2025-10-23 16:02:27,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,28.5,1681.0,False,0.388,24.4,25.4,170.4,0.104,0.24,0.967,Moderate traffic flow - standard adaptive signal timing in effect
WX500747,2026-06-07 18:33:49,J031,Cubbon Road,Weekend,False,Clear,False,0.0,23.4,2701.0,False,0.694,17.2,50.7,211.9,0.116,0.268,0.99,Moderate traffic flow - standard adaptive signal timing in effect
WX500748,2026-05-06 16:00:15,J036,HAL Airport Road,Weekday,False,Clear,False,0.0,33.2,2119.0,False,0.433,29.3,31.2,119.2,0.087,0.201,0.941,Moderate traffic flow - standard adaptive signal timing in effect
WX500749,2025-03-29 09:08:46,J033,Trinity Circle,Weekend,False,Clear,False,0.0,26.4,2086.0,False,0.623,22.4,37.5,150.3,0.108,0.249,0.984,Moderate traffic flow - standard adaptive signal timing in effect
WX500750,2025-04-06 18:37:39,J004,Hebbal,Weekend,True,Clear,False,0.0,31.7,1516.0,False,0.975,9.3,70.3,498.5,0.176,0.407,0.884,Festival crowd surge detected - alternate route and extended cycle recommended
WX500751,2025-04-01 18:07:41,J025,Bannerghatta Road,Weekday,False,Clear,False,0.0,30.0,1724.0,False,0.977,8.3,56.9,244.4,0.099,0.229,0.917,Heavy congestion detected - signal timing extended and reroute suggested
WX500752,2025-07-05 08:59:32,J030,MG Road,Weekend,False,Clear,False,0.0,23.0,2159.0,False,0.641,26.3,47.8,92.2,0.063,0.146,0.961,Moderate traffic flow - standard adaptive signal timing in effect
WX500753,2026-01-23 04:25:02,J010,Shivajinagar,Weekday,False,Clear,False,0.0,17.1,2682.0,False,0.136,32.4,2.1,113.0,0.1,0.231,0.963,Normal free-flow traffic - standard signal timing maintained
WX500754,2026-06-21 06:41:12,J028,Tumkur Road,Weekend,False,Clear,False,0.0,22.8,2030.0,False,0.206,27.6,16.0,140.8,0.097,0.224,0.951,Normal free-flow traffic - standard signal timing maintained
WX500755,2025-02-19 19:42:10,J018,Nagawara,Weekday,False,Clear,False,0.0,26.6,3000.0,False,0.77,17.6,51.0,229.8,0.12,0.277,0.982,Heavy congestion detected - signal timing extended and reroute suggested
WX500756,2025-02-22 07:41:17,J014,Electronic City Toll,Weekend,False,Clear,False,0.0,20.7,2345.0,False,0.432,28.6,26.4,96.9,0.078,0.18,0.962,Moderate traffic flow - standard adaptive signal timing in effect
WX500757,2025-02-20 20:57:25,J029,Old Airport Road,Weekday,False,Clear,False,0.0,25.5,2107.0,False,0.421,27.0,32.5,138.2,0.091,0.21,0.954,Moderate traffic flow - standard adaptive signal timing in effect
WX500758,2025-06-27 19:11:29,J040,City Market,Weekday,False,Heavy Rain,True,37.8,23.5,190.0,False,1.0,9.7,72.3,373.4,0.16,0.37,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500759,2025-11-14 18:03:00,J041,Chalukya Circle,Weekday,False,Clear,False,0.0,27.0,1625.0,False,0.98,7.2,61.9,220.5,0.062,0.143,0.905,Heavy congestion detected - signal timing extended and reroute suggested
WX500760,2025-06-27 17:39:32,J023,Basavanagudi,Weekday,False,Rain,True,20.3,26.8,474.0,False,1.0,13.1,67.2,302.5,0.18,0.416,0.876,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500761,2026-06-16 17:06:54,J039,KR Market,Weekday,False,Rain,True,24.2,26.3,545.0,False,1.0,8.0,62.4,317.2,0.124,0.286,0.846,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500762,2026-04-19 17:20:23,J022,Rajajinagar,Weekend,False,Clear,False,0.0,34.6,2126.0,False,0.566,28.7,42.4,122.0,0.089,0.206,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX500763,2025-07-22 08:38:33,J015,Bellandur,Weekday,False,Clear,False,0.0,21.7,2854.0,False,0.987,9.1,65.3,324.1,0.122,0.282,0.919,Heavy congestion detected - signal timing extended and reroute suggested
WX500764,2025-11-01 11:09:50,J012,Koramangala Sony World,Weekend,True,Rain,True,14.2,20.2,645.0,False,0.844,13.2,55.4,221.1,0.108,0.249,0.837,Festival crowd surge detected - alternate route and extended cycle recommended
WX500765,2025-09-05 08:32:02,J037,Kadugodi,Weekday,True,Clear,False,0.0,25.1,2528.0,True,1.0,10.3,62.3,424.6,0.174,0.402,0.704,Accident detected nearby - reroute and reduced speed advised
WX500766,2026-01-21 08:55:24,J020,Malleshwaram Circle,Weekday,False,Clear,False,0.0,19.6,2012.0,False,0.937,11.4,58.7,320.9,0.143,0.33,0.904,Heavy congestion detected - signal timing extended and reroute suggested
WX500767,2025-03-17 10:20:25,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,28.2,2107.0,False,0.597,23.8,36.8,151.0,0.109,0.252,0.95,Moderate traffic flow - standard adaptive signal timing in effect
WX500768,2026-02-18 10:15:10,J009,Majestic,Weekday,False,Fog,False,0.0,24.9,134.0,False,0.735,10.4,47.6,276.2,0.109,0.252,0.93,Moderate traffic flow - standard adaptive signal timing in effect
WX500769,2026-04-15 08:01:49,J002,Marathahalli,Weekday,True,Clear,False,0.0,26.8,2475.0,False,1.0,8.8,65.3,417.5,0.142,0.328,0.877,Festival crowd surge detected - alternate route and extended cycle recommended
WX500770,2025-12-03 08:51:14,J014,Electronic City Toll,Weekday,False,Clear,False,0.0,20.7,2362.0,False,1.0,7.9,62.1,439.7,0.159,0.367,0.902,Heavy congestion detected - signal timing extended and reroute suggested
WX500771,2026-05-07 18:49:39,J003,KR Puram,Weekday,False,Heavy Rain,True,26.5,26.9,65.0,False,1.0,9.2,61.8,224.8,0.083,0.192,0.855,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500772,2025-09-03 06:12:35,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,20.2,2650.0,False,0.243,39.6,18.5,115.0,0.099,0.229,0.962,Normal free-flow traffic - standard signal timing maintained
WX500773,2025-10-24 21:51:28,J030,MG Road,Weekday,False,Clear,False,0.0,23.2,3000.0,False,0.208,48.3,12.8,111.9,0.137,0.316,0.974,Normal free-flow traffic - standard signal timing maintained
WX500774,2025-08-20 10:58:59,J001,Silk Board,Weekday,False,Rain,True,13.8,21.6,417.0,False,0.717,12.8,49.3,266.2,0.121,0.28,0.902,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500775,2025-12-01 11:08:08,J030,MG Road,Weekday,False,Clear,False,0.0,21.5,2247.0,False,0.403,30.8,21.8,119.4,0.091,0.21,0.952,Moderate traffic flow - standard adaptive signal timing in effect
WX500776,2025-05-03 11:45:35,J023,Basavanagudi,Weekend,False,Clear,False,0.0,28.8,2214.0,False,0.145,33.9,11.3,146.8,0.128,0.296,0.979,Normal free-flow traffic - standard signal timing maintained
WX500777,2026-01-17 20:05:08,J007,Banashankari,Weekend,False,Clear,False,0.0,20.7,3000.0,False,0.562,28.5,32.1,111.0,0.102,0.236,0.964,Moderate traffic flow - standard adaptive signal timing in effect
WX500778,2025-07-13 16:10:29,J031,Cubbon Road,Weekend,False,Light Rain,True,6.1,27.3,660.0,False,0.616,12.9,48.6,107.3,0.049,0.113,0.915,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500779,2025-06-12 21:41:57,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,23.3,2106.0,False,0.23,34.3,11.8,66.6,0.069,0.159,0.98,Normal free-flow traffic - standard signal timing maintained
WX500780,2026-06-28 17:06:34,J025,Bannerghatta Road,Weekend,False,Heavy Rain,True,25.9,24.8,281.0,False,0.98,10.6,60.7,367.9,0.163,0.377,0.859,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500781,2025-07-18 05:00:13,J004,Hebbal,Weekday,False,Clear,False,0.0,20.6,2638.0,False,0.205,36.9,14.5,40.4,0.037,0.085,0.947,Normal free-flow traffic - standard signal timing maintained
WX500782,2025-05-30 07:39:35,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,24.1,2564.0,False,0.702,20.1,45.2,204.7,0.128,0.296,0.969,Moderate traffic flow - standard adaptive signal timing in effect
WX500783,2026-01-09 15:15:52,J038,Varthur,Weekday,False,Clear,False,0.0,25.0,2289.0,False,0.154,24.0,9.0,147.8,0.085,0.196,0.966,Normal free-flow traffic - standard signal timing maintained
WX500784,2026-05-07 19:49:00,J001,Silk Board,Weekday,False,Clear,False,0.0,30.6,2314.0,False,0.73,21.4,51.8,179.6,0.135,0.312,0.976,Moderate traffic flow - standard adaptive signal timing in effect
WX500785,2025-01-14 18:49:05,J036,HAL Airport Road,Weekday,True,Clear,False,0.0,22.8,1395.0,False,1.0,9.3,68.7,446.0,0.161,0.372,0.884,Festival crowd surge detected - alternate route and extended cycle recommended
WX500786,2025-10-20 20:04:20,J011,Indiranagar 100ft Road,Weekday,True,Rain,True,7.8,22.9,425.0,False,1.0,7.8,71.8,194.5,0.081,0.187,0.813,Festival crowd surge detected - alternate route and extended cycle recommended
WX500787,2026-04-13 20:21:03,J028,Tumkur Road,Weekday,False,Clear,False,0.0,30.5,2656.0,False,0.503,30.8,28.9,87.9,0.083,0.192,0.977,Moderate traffic flow - standard adaptive signal timing in effect
WX500788,2026-04-16 13:25:21,J035,Domlur,Weekday,False,Rain,True,8.5,30.0,540.0,False,0.418,9.1,26.9,403.6,0.121,0.28,0.909,Light rain detected - minor speed reduction advised
WX500789,2026-03-21 15:55:33,J011,Indiranagar 100ft Road,Weekend,False,Clear,False,0.0,30.5,2135.0,False,0.284,34.5,20.3,103.6,0.073,0.169,0.945,Moderate traffic flow - standard adaptive signal timing in effect
WX500790,2025-07-28 15:25:10,J005,Yeshwantpur,Weekday,False,Heavy Rain,True,31.0,26.9,306.0,False,0.869,12.5,54.9,289.3,0.142,0.328,0.889,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500791,2025-08-27 13:49:09,J036,HAL Airport Road,Weekday,True,Clear,False,0.0,28.1,2358.0,False,0.325,29.4,23.1,83.1,0.082,0.189,0.919,Moderate traffic flow - standard adaptive signal timing in effect
WX500792,2025-03-27 08:28:32,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,27.7,1644.0,False,0.943,9.0,64.1,179.6,0.076,0.176,0.935,Heavy congestion detected - signal timing extended and reroute suggested
WX500793,2026-01-06 22:26:36,J001,Silk Board,Weekday,False,Clear,False,0.0,19.9,2414.0,False,0.247,26.4,19.2,105.9,0.069,0.159,0.968,Normal free-flow traffic - standard signal timing maintained
WX500794,2026-02-14 10:04:44,J013,HSR BDA Complex,Weekend,False,Clear,False,0.0,23.9,2198.0,False,0.544,27.4,30.6,165.8,0.133,0.307,0.976,Moderate traffic flow - standard adaptive signal timing in effect
WX500795,2026-02-12 13:56:10,J015,Bellandur,Weekday,False,Clear,False,0.0,27.5,2618.0,False,0.195,30.3,13.0,118.2,0.105,0.243,0.96,Normal free-flow traffic - standard signal timing maintained
WX500796,2025-05-11 07:17:46,J029,Old Airport Road,Weekend,False,Clear,False,0.0,27.0,2141.0,False,0.335,34.9,30.7,98.1,0.07,0.162,0.96,Moderate traffic flow - standard adaptive signal timing in effect
WX500797,2025-01-06 08:05:22,J012,Koramangala Sony World,Weekday,False,Clear,False,0.0,19.7,1793.0,False,0.901,13.5,58.6,275.5,0.166,0.383,0.93,Heavy congestion detected - signal timing extended and reroute suggested
WX500798,2026-03-19 09:50:21,J002,Marathahalli,Weekday,True,Clear,False,0.0,25.7,2849.0,False,1.0,9.2,67.2,265.3,0.101,0.233,0.866,Festival crowd surge detected - alternate route and extended cycle recommended
WX500799,2025-12-09 08:44:58,J004,Hebbal,Weekday,False,Fog,False,0.0,21.1,113.0,False,1.0,10.6,66.7,352.3,0.149,0.344,0.883,Heavy congestion detected - signal timing extended and reroute suggested
WX500800,2025-05-15 20:35:05,J016,Sarjapur Road,Weekday,False,Clear,False,0.0,28.2,1526.0,False,0.524,29.6,35.1,115.9,0.11,0.254,0.979,Moderate traffic flow - standard adaptive signal timing in effect
WX500801,2026-01-02 12:11:10,J020,Malleshwaram Circle,Weekday,True,Clear,False,0.0,24.1,2151.0,False,0.362,30.9,29.0,177.7,0.137,0.316,0.932,Moderate traffic flow - standard adaptive signal timing in effect
WX500802,2026-05-08 17:31:00,J023,Basavanagudi,Weekday,False,Clear,False,0.0,29.1,2394.0,False,0.819,15.8,57.8,217.1,0.124,0.286,0.952,Heavy congestion detected - signal timing extended and reroute suggested
WX500803,2025-05-12 17:04:58,J032,Richmond Circle,Weekday,False,Clear,False,0.0,32.8,1791.0,False,0.743,18.5,47.1,216.2,0.13,0.3,0.982,Moderate traffic flow - standard adaptive signal timing in effect
WX500804,2025-02-15 16:19:40,J002,Marathahalli,Weekend,False,Clear,False,0.0,27.2,2336.0,False,0.28,36.0,19.8,102.0,0.097,0.224,0.98,Moderate traffic flow - standard adaptive signal timing in effect
WX500805,2025-05-05 20:47:48,J027,Mysore Road,Weekday,False,Clear,False,0.0,28.7,2561.0,False,0.549,28.1,41.8,231.2,0.167,0.386,0.976,Moderate traffic flow - standard adaptive signal timing in effect
WX500806,2025-08-03 08:43:06,J035,Domlur,Weekend,False,Rain,True,9.4,20.8,320.0,False,1.0,9.3,59.1,194.9,0.105,0.243,0.858,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500807,2026-01-11 16:21:29,J020,Malleshwaram Circle,Weekend,False,Clear,False,0.0,22.2,2060.0,False,0.372,31.2,18.0,102.2,0.088,0.203,0.983,Moderate traffic flow - standard adaptive signal timing in effect
WX500808,2026-05-14 17:58:41,J009,Majestic,Weekday,False,Clear,False,0.0,31.7,2221.0,False,0.96,9.8,67.0,329.4,0.116,0.268,0.912,Heavy congestion detected - signal timing extended and reroute suggested
WX500809,2026-05-04 18:40:06,J010,Shivajinagar,Weekday,False,Clear,False,0.0,30.5,2361.0,False,0.956,11.9,67.4,498.3,0.216,0.499,0.928,Heavy congestion detected - signal timing extended and reroute suggested
WX500810,2025-05-29 10:57:56,J019,RT Nagar,Weekday,False,Clear,False,0.0,28.5,1599.0,False,0.485,27.0,38.8,156.2,0.117,0.27,0.944,Moderate traffic flow - standard adaptive signal timing in effect
WX500811,2026-04-12 22:15:31,J009,Majestic,Weekend,False,Clear,False,0.0,27.1,1456.0,False,0.118,28.1,7.9,140.0,0.095,0.219,0.964,Normal free-flow traffic - standard signal timing maintained
WX500812,2025-04-03 19:37:37,J026,Hosur Road,Weekday,False,Clear,False,0.0,29.3,2370.0,False,0.793,21.4,50.6,176.3,0.122,0.282,0.961,Heavy congestion detected - signal timing extended and reroute suggested
WX500813,2025-01-17 13:43:41,J032,Richmond Circle,Weekday,False,Clear,False,0.0,24.9,2469.0,False,0.112,36.7,8.2,95.2,0.095,0.219,0.977,Normal free-flow traffic - standard signal timing maintained
WX500814,2025-04-05 08:35:44,J042,Anand Rao Circle,Weekend,False,Clear,False,0.0,25.5,2165.0,False,0.612,23.8,44.7,177.4,0.121,0.28,0.957,Moderate traffic flow - standard adaptive signal timing in effect
WX500815,2025-11-12 19:56:08,J029,Old Airport Road,Weekday,False,Heavy Rain,True,29.0,21.7,238.0,False,1.0,10.2,63.9,481.9,0.21,0.485,0.888,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500816,2025-04-27 15:40:55,J024,JP Nagar,Weekend,False,Clear,False,0.0,32.7,1992.0,False,0.262,29.6,15.8,78.0,0.064,0.148,0.952,Moderate traffic flow - standard adaptive signal timing in effect
WX500817,2025-08-30 10:15:48,J003,KR Puram,Weekend,False,Clear,False,0.0,24.2,2055.0,False,0.516,23.1,29.2,121.0,0.096,0.222,0.963,Moderate traffic flow - standard adaptive signal timing in effect
WX500818,2026-04-28 08:18:20,J038,Varthur,Weekday,False,Clear,False,0.0,26.0,3000.0,False,0.804,13.0,49.6,424.9,0.175,0.404,0.983,Heavy congestion detected - signal timing extended and reroute suggested
WX500819,2025-02-16 16:59:49,J009,Majestic,Weekend,False,Clear,False,0.0,27.2,2280.0,False,0.498,28.7,34.5,119.8,0.085,0.196,0.971,Moderate traffic flow - standard adaptive signal timing in effect
WX500820,2025-01-22 19:48:29,J011,Indiranagar 100ft Road,Weekday,False,Clear,False,0.0,22.5,1879.0,False,0.779,17.2,52.8,265.9,0.147,0.34,0.933,Heavy congestion detected - signal timing extended and reroute suggested
WX500821,2026-02-20 18:03:19,J017,Whitefield ITPL,Weekday,False,Clear,False,0.0,24.8,2302.0,False,1.0,9.9,67.6,327.4,0.122,0.282,0.905,Heavy congestion detected - signal timing extended and reroute suggested
WX500822,2025-10-28 22:04:23,J002,Marathahalli,Weekday,False,Clear,False,0.0,23.0,2463.0,False,0.203,36.5,12.6,108.5,0.103,0.238,0.947,Normal free-flow traffic - standard signal timing maintained
WX500823,2025-06-10 08:59:34,J027,Mysore Road,Weekday,False,Heavy Rain,True,40.4,19.9,269.0,False,1.0,6.2,64.7,457.4,0.126,0.291,0.886,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
WX500824,2025-10-29 08:41:06,J007,Banashankari,Weekday,False,Clear,False,0.0,23.0,2101.0,False,1.0,9.4,59.5,313.0,0.119,0.275,0.929,Heavy congestion detected - signal timing extended and reroute suggested
