record_id,timestamp,source_junction_id,source_junction_name,affected_junction_id,affected_junction_name,network_hop_distance,distance_m,trigger_type,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_at_source,propagation_delay_sec,congestion_increase_pct,speed_reduction_pct,affected_congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,recovered_within_5min,confidence_score,recommendation_reason
RE110399,2026-06-16 06:02:19,J003,KR Puram,J009,Majestic,3,1516,Recurrent Congestion,Weekday,False,Heavy Rain,True,43.8,False,140.3,32.2,22.2,0.813,16.9,59.0,273.7,0.156,0.36,False,0.89,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110400,2026-06-18 22:40:56,J018,Nagawara,J019,RT Nagar,1,639,Recurrent Congestion,Weekday,False,Rain,True,12.7,False,66.9,29.9,23.9,0.557,26.1,36.2,91.3,0.081,0.187,False,0.922,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110401,2026-03-20 16:19:47,J014,Electronic City Toll,J016,Sarjapur Road,2,1509,Recurrent Congestion,Weekday,True,Fog,False,0.0,False,159.1,35.1,22.9,0.945,9.6,65.0,347.4,0.144,0.333,False,0.876,Festival crowd surge detected - alternate route and extended cycle recommended
RE110402,2025-10-12 18:19:04,J034,Ulsoor,J037,Kadugodi,3,2383,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,225.3,11.9,8.6,0.802,18.1,56.0,192.5,0.091,0.21,True,0.944,Heavy congestion detected - signal timing extended and reroute suggested
RE110403,2026-04-14 08:24:34,J006,Tin Factory,J010,Shivajinagar,2,1229,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,99.7,48.5,26.9,1.0,7.8,66.7,411.0,0.144,0.333,False,0.883,Festival crowd surge detected - alternate route and extended cycle recommended
RE110404,2025-08-06 19:12:50,J033,Trinity Circle,J039,KR Market,3,2410,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,229.0,15.4,9.4,0.986,9.7,63.1,138.3,0.067,0.154,True,0.904,Heavy congestion detected - signal timing extended and reroute suggested
RE110405,2025-10-08 13:40:41,J002,Marathahalli,J003,KR Puram,1,541,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,42.7,18.6,15.4,0.359,35.6,26.5,88.8,0.074,0.17,True,0.961,Green wave coordination successful - maintain current corridor offset
RE110406,2026-04-27 09:55:36,J002,Marathahalli,J008,Jayanagar 4th Block,3,1958,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,168.3,20.8,13.7,0.925,9.9,54.5,489.7,0.17,0.394,True,0.896,Heavy congestion detected - signal timing extended and reroute suggested
RE110407,2026-06-16 22:50:27,J035,Domlur,J037,Kadugodi,1,480,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,26.3,33.7,21.4,0.407,32.2,29.7,148.1,0.149,0.343,False,0.984,Moderate traffic flow - standard adaptive signal timing in effect
RE110408,2025-12-13 17:44:28,J001,Silk Board,J003,KR Puram,2,1046,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,92.8,49.7,27.5,0.993,9.9,66.5,419.6,0.164,0.378,False,0.893,Heavy congestion detected - signal timing extended and reroute suggested
RE110409,2025-04-05 14:30:10,J037,Kadugodi,J001,Silk Board,3,2066,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,171.5,8.7,6.4,0.257,32.8,11.3,122.7,0.117,0.271,True,0.982,Green wave coordination successful - maintain current corridor offset
RE110410,2026-03-15 11:03:04,J037,Kadugodi,J039,KR Market,2,1664,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,167.8,18.5,10.6,0.394,32.6,27.0,150.8,0.146,0.338,True,0.967,Green wave coordination successful - maintain current corridor offset
RE110411,2026-02-05 15:41:21,J040,City Market,J042,Anand Rao Circle,1,601,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,69.9,39.1,32.8,0.586,25.9,39.6,184.1,0.141,0.325,False,0.929,Moderate traffic flow - standard adaptive signal timing in effect
RE110412,2026-02-26 08:29:33,J026,Hosur Road,J028,Tumkur Road,1,473,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,41.1,67.5,49.9,1.0,8.5,70.9,520.6,0.196,0.452,False,0.913,Heavy congestion detected - signal timing extended and reroute suggested
RE110413,2025-03-27 12:04:19,J004,Hebbal,J006,Tin Factory,2,1677,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,144.5,13.5,9.5,0.377,30.9,23.7,154.3,0.133,0.308,True,0.978,Green wave coordination successful - maintain current corridor offset
RE110414,2025-01-20 12:28:51,J003,KR Puram,J009,Majestic,3,1533,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,131.6,5.3,3.0,0.231,34.7,14.3,118.4,0.122,0.281,True,0.965,Green wave coordination successful - maintain current corridor offset
RE110415,2025-07-03 11:38:38,J021,Vijayanagar,J027,Mysore Road,3,2264,Accident,Weekday,False,Rain,True,10.3,True,216.3,31.1,18.5,0.585,25.6,43.7,132.1,0.099,0.23,False,0.763,Accident detected nearby - reroute and reduced speed advised
RE110416,2025-05-18 10:11:40,J025,Bannerghatta Road,J028,Tumkur Road,3,1944,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,195.9,21.1,12.0,0.606,22.9,43.0,213.6,0.146,0.338,True,0.962,Moderate traffic flow - standard adaptive signal timing in effect
RE110417,2025-09-27 20:33:06,J032,Richmond Circle,J034,Ulsoor,1,740,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,64.3,24.6,15.3,0.648,16.8,38.0,213.2,0.13,0.301,True,0.935,Moderate traffic flow - standard adaptive signal timing in effect
RE110418,2026-01-02 17:47:07,J006,Tin Factory,J009,Majestic,3,2447,Signal Fault,Weekday,True,Clear,False,0.0,False,215.1,17.2,12.0,1.0,8.9,71.0,334.9,0.14,0.323,True,0.804,Festival crowd surge detected - alternate route and extended cycle recommended
RE110419,2026-03-01 20:14:15,J039,KR Market,J003,KR Puram,3,2707,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,225.2,7.3,4.1,0.447,33.0,29.1,88.2,0.075,0.172,True,0.975,Moderate traffic flow - standard adaptive signal timing in effect
RE110420,2025-03-15 00:22:55,J014,Electronic City Toll,J020,Malleshwaram Circle,3,1735,Festival Surge,Weekend,True,Clear,False,0.0,False,159.2,15.5,10.4,0.438,29.9,24.7,143.3,0.12,0.277,True,0.905,Moderate traffic flow - standard adaptive signal timing in effect
RE110421,2025-04-07 22:18:10,J002,Marathahalli,J006,Tin Factory,2,1716,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,132.8,23.2,18.9,0.505,26.5,40.5,144.9,0.115,0.265,True,0.926,Festival crowd surge detected - alternate route and extended cycle recommended
RE110422,2025-04-25 17:42:08,J027,Mysore Road,J031,Cubbon Road,2,1249,Signal Fault,Weekday,False,Clear,False,0.0,False,102.9,45.1,28.9,1.0,9.2,69.5,521.0,0.201,0.465,False,0.893,Heavy congestion detected - signal timing extended and reroute suggested
RE110423,2025-03-30 15:30:12,J008,Jayanagar 4th Block,J010,Shivajinagar,1,562,Festival Surge,Weekend,True,Clear,False,0.0,False,46.0,50.0,33.1,0.716,15.5,46.8,253.9,0.137,0.316,False,0.914,Festival crowd surge detected - alternate route and extended cycle recommended
RE110424,2025-10-02 10:18:21,J012,Koramangala Sony World,J018,Nagawara,3,2706,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,225.0,13.3,10.5,0.946,11.6,52.6,372.7,0.168,0.388,True,0.864,Festival crowd surge detected - alternate route and extended cycle recommended
RE110425,2025-08-04 07:08:19,J005,Yeshwantpur,J007,Banashankari,1,596,Recurrent Congestion,Weekday,False,Heavy Rain,True,45.2,False,79.9,58.7,46.3,1.0,9.6,65.4,383.7,0.158,0.366,False,0.845,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110426,2025-03-01 00:28:42,J027,Mysore Road,J030,MG Road,3,1235,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,125.2,15.5,8.9,0.195,35.5,12.7,113.4,0.097,0.223,True,0.939,Green wave coordination successful - maintain current corridor offset
RE110427,2025-05-25 18:03:53,J016,Sarjapur Road,J017,Whitefield ITPL,1,1031,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,93.8,41.6,31.6,1.0,9.2,61.3,572.9,0.198,0.458,False,0.949,Heavy congestion detected - signal timing extended and reroute suggested
RE110428,2025-07-22 20:34:13,J020,Malleshwaram Circle,J023,Basavanagudi,3,1916,Recurrent Congestion,Weekday,False,Heavy Rain,True,43.2,False,157.1,19.2,15.8,0.969,10.0,65.7,289.8,0.114,0.262,True,0.883,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110429,2026-06-27 16:25:23,J032,Richmond Circle,J035,Domlur,3,1759,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,164.3,5.0,4.0,0.41,17.7,26.1,242.2,0.122,0.282,True,0.95,Moderate traffic flow - standard adaptive signal timing in effect
RE110430,2026-04-07 19:38:08,J035,Domlur,J037,Kadugodi,1,747,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,64.5,56.7,41.2,1.0,11.8,69.9,202.5,0.101,0.234,False,0.936,Heavy congestion detected - signal timing extended and reroute suggested
RE110431,2025-05-25 15:52:38,J001,Silk Board,J002,Marathahalli,1,408,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,20.0,32.9,18.8,0.495,26.3,27.4,151.7,0.114,0.263,False,0.958,Moderate traffic flow - standard adaptive signal timing in effect
RE110432,2025-08-14 17:09:21,J027,Mysore Road,J029,Old Airport Road,2,1342,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,137.5,32.9,20.4,0.974,10.8,55.5,375.4,0.15,0.347,False,0.938,Heavy congestion detected - signal timing extended and reroute suggested
RE110433,2025-07-23 19:00:07,J015,Bellandur,J017,Whitefield ITPL,2,1178,Recurrent Congestion,Weekday,False,Heavy Rain,True,69.1,False,127.4,42.2,31.4,1.0,8.4,65.8,367.5,0.127,0.294,False,0.854,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110434,2025-01-26 11:09:32,J033,Trinity Circle,J035,Domlur,2,1075,Recurrent Congestion,Weekend,True,Clear,False,0.0,False,82.6,24.7,20.9,0.605,20.0,38.8,194.5,0.123,0.284,True,0.919,Festival crowd surge detected - alternate route and extended cycle recommended
RE110435,2025-01-02 18:37:09,J012,Koramangala Sony World,J014,Electronic City Toll,2,1238,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,104.4,44.7,30.8,1.0,8.6,59.6,459.6,0.168,0.388,False,0.923,Heavy congestion detected - signal timing extended and reroute suggested
RE110436,2025-12-25 15:06:48,J012,Koramangala Sony World,J018,Nagawara,3,1218,Recurrent Congestion,Weekday,True,Clear,False,0.0,False,95.6,30.7,17.5,0.634,23.5,40.3,158.7,0.101,0.233,False,0.932,Festival crowd surge detected - alternate route and extended cycle recommended
RE110437,2025-10-28 07:28:39,J002,Marathahalli,J006,Tin Factory,2,1047,Signal Fault,Weekday,False,Heavy Rain,True,31.9,False,112.3,39.0,27.9,1.0,8.0,66.9,563.4,0.197,0.455,False,0.816,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110438,2026-05-07 13:21:28,J009,Majestic,J011,Indiranagar 100ft Road,1,771,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,63.7,16.0,9.7,0.202,32.8,11.7,91.0,0.065,0.15,True,0.977,Green wave coordination successful - maintain current corridor offset
RE110439,2026-06-22 16:50:07,J032,Richmond Circle,J038,Varthur,3,1495,Accident,Weekday,False,Rain,True,14.3,True,145.7,33.7,28.4,1.0,10.7,68.3,458.7,0.191,0.441,False,0.742,Accident detected nearby - reroute and reduced speed advised
RE110440,2025-09-25 06:00:07,J015,Bellandur,J017,Whitefield ITPL,2,1168,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,95.2,16.9,12.2,0.271,35.3,22.3,126.1,0.129,0.298,True,0.968,Green wave coordination successful - maintain current corridor offset
RE110441,2025-05-17 19:49:06,J013,HSR BDA Complex,J015,Bellandur,1,492,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,43.2,47.8,35.4,0.889,11.5,59.6,265.9,0.125,0.288,False,0.93,Heavy congestion detected - signal timing extended and reroute suggested
RE110442,2025-11-12 06:00:34,J004,Hebbal,J006,Tin Factory,2,1341,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,132.3,9.3,5.4,0.301,31.4,22.1,122.1,0.103,0.238,True,0.967,Green wave coordination successful - maintain current corridor offset
RE110443,2025-08-25 19:42:22,J015,Bellandur,J017,Whitefield ITPL,2,1188,Recurrent Congestion,Weekday,False,Heavy Rain,True,30.9,False,103.9,40.5,34.0,1.0,9.7,73.0,277.7,0.116,0.267,False,0.869,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110444,2025-10-23 22:27:02,J031,Cubbon Road,J034,Ulsoor,3,2440,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,216.2,10.6,7.5,0.197,35.7,21.8,146.0,0.115,0.266,True,0.952,Green wave coordination successful - maintain current corridor offset
RE110445,2026-04-08 17:02:40,J008,Jayanagar 4th Block,J009,Majestic,1,638,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,58.8,62.0,37.0,1.0,8.7,64.0,392.6,0.146,0.337,False,0.936,Heavy congestion detected - signal timing extended and reroute suggested
RE110446,2025-05-08 07:05:25,J024,JP Nagar,J028,Tumkur Road,2,1410,Recurrent Congestion,Weekday,False,Light Rain,True,6.9,False,123.9,26.2,14.6,0.726,21.0,46.7,177.7,0.119,0.274,False,0.905,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110447,2026-05-25 06:16:29,J037,Kadugodi,J038,Varthur,1,582,Recurrent Congestion,Weekday,False,Rain,True,13.3,False,56.7,33.4,21.9,0.679,18.7,38.5,245.4,0.141,0.326,False,0.93,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110448,2025-11-03 08:41:03,J041,Chalukya Circle,J005,Yeshwantpur,3,1422,Recurrent Congestion,Weekday,False,Fog,False,0.0,False,121.7,33.8,27.3,1.0,9.5,69.7,565.6,0.215,0.496,False,0.95,Heavy congestion detected - signal timing extended and reroute suggested
RE110449,2025-08-20 20:26:27,J030,MG Road,J032,Richmond Circle,2,1393,Recurrent Congestion,Weekday,False,Rain,True,23.3,False,114.2,29.1,24.2,1.0,10.7,65.0,383.5,0.167,0.386,False,0.851,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110450,2025-02-24 06:34:41,J001,Silk Board,J002,Marathahalli,1,791,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,51.1,25.0,19.7,0.523,25.3,30.2,155.0,0.113,0.261,False,0.974,Moderate traffic flow - standard adaptive signal timing in effect
RE110451,2025-02-09 08:54:30,J016,Sarjapur Road,J017,Whitefield ITPL,1,535,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,74.3,68.4,53.2,1.0,9.6,71.7,394.3,0.16,0.369,False,0.892,Heavy congestion detected - signal timing extended and reroute suggested
RE110452,2025-01-01 20:49:25,J004,Hebbal,J008,Jayanagar 4th Block,2,1651,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,158.9,18.7,13.3,0.554,26.6,42.2,229.6,0.19,0.439,True,0.956,Moderate traffic flow - standard adaptive signal timing in effect
RE110453,2025-05-02 16:51:53,J038,Varthur,J002,Marathahalli,3,3394,Festival Surge,Weekday,True,Clear,False,0.0,False,340.2,12.6,9.7,0.91,11.7,58.8,331.6,0.142,0.329,False,0.861,Festival crowd surge detected - alternate route and extended cycle recommended
RE110454,2025-03-21 08:44:52,J002,Marathahalli,J006,Tin Factory,2,1468,Signal Fault,Weekday,False,Clear,False,0.0,False,124.0,33.1,24.9,1.0,9.2,64.9,520.0,0.183,0.423,False,0.86,Heavy congestion detected - signal timing extended and reroute suggested
RE110455,2026-06-17 09:51:24,J022,Rajajinagar,J028,Tumkur Road,3,1085,Recurrent Congestion,Weekday,False,Heavy Rain,True,42.8,False,91.0,49.6,34.3,1.0,9.8,64.8,360.8,0.134,0.309,False,0.869,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110456,2025-06-01 15:34:40,J007,Banashankari,J013,HSR BDA Complex,3,1562,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,123.3,11.8,6.7,0.289,28.8,18.5,161.6,0.107,0.246,True,0.97,Green wave coordination successful - maintain current corridor offset
RE110457,2025-11-11 18:10:26,J035,Domlur,J037,Kadugodi,2,1018,Recurrent Congestion,Weekday,False,Light Rain,True,4.5,False,107.0,54.5,30.1,1.0,7.3,69.4,473.3,0.137,0.317,False,0.846,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
RE110458,2025-04-30 12:00:35,J024,JP Nagar,J028,Tumkur Road,2,1105,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,92.6,13.4,8.8,0.279,34.2,23.6,158.4,0.144,0.332,True,0.959,Green wave coordination successful - maintain current corridor offset
RE110459,2025-05-12 16:47:35,J034,Ulsoor,J036,HAL Airport Road,1,424,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,50.3,53.3,40.2,1.0,8.0,70.3,306.6,0.131,0.303,False,0.907,Heavy congestion detected - signal timing extended and reroute suggested
RE110460,2025-03-23 10:41:34,J017,Whitefield ITPL,J019,RT Nagar,2,1045,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,90.8,28.2,17.1,0.524,28.6,32.5,201.9,0.15,0.346,False,0.983,Moderate traffic flow - standard adaptive signal timing in effect
RE110461,2025-01-18 12:50:14,J009,Majestic,J011,Indiranagar 100ft Road,1,565,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,52.3,22.5,16.4,0.258,29.0,13.2,119.6,0.083,0.192,True,0.947,Green wave coordination successful - maintain current corridor offset
RE110462,2025-06-23 16:26:11,J007,Banashankari,J009,Majestic,1,942,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,102.0,36.6,22.3,0.694,18.8,42.6,227.8,0.152,0.351,False,0.984,Moderate traffic flow - standard adaptive signal timing in effect
RE110463,2025-04-27 19:46:27,J017,Whitefield ITPL,J021,Vijayanagar,2,996,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,108.8,38.9,26.4,0.698,16.8,44.2,206.0,0.123,0.283,False,0.961,Moderate traffic flow - standard adaptive signal timing in effect
RE110464,2025-12-15 09:56:12,J013,HSR BDA Complex,J019,RT Nagar,3,1759,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,161.6,21.9,13.8,0.88,16.6,53.7,376.5,0.226,0.522,True,0.937,Heavy congestion detected - signal timing extended and reroute suggested
RE110465,2026-04-15 22:34:50,J013,HSR BDA Complex,J019,RT Nagar,3,973,Festival Surge,Weekday,True,Clear,False,0.0,False,101.2,37.7,27.3,0.598,18.2,39.4,257.2,0.158,0.366,False,0.907,Festival crowd surge detected - alternate route and extended cycle recommended
RE110466,2025-09-20 16:15:40,J025,Bannerghatta Road,J027,Mysore Road,1,528,Recurrent Congestion,Weekend,False,Fog,False,0.0,False,63.0,45.1,28.0,0.572,29.0,38.4,138.3,0.123,0.283,False,0.961,Moderate traffic flow - standard adaptive signal timing in effect
RE110467,2025-02-10 18:52:31,J009,Majestic,J011,Indiranagar 100ft Road,1,441,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,46.9,64.6,43.0,1.0,9.4,69.6,396.7,0.162,0.373,False,0.9,Heavy congestion detected - signal timing extended and reroute suggested
RE110468,2025-04-29 08:56:00,J036,HAL Airport Road,J037,Kadugodi,1,285,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,31.0,76.1,59.1,1.0,8.4,67.3,221.7,0.091,0.209,False,0.931,Heavy congestion detected - signal timing extended and reroute suggested
RE110469,2025-03-27 12:16:27,J008,Jayanagar 4th Block,J012,Koramangala Sony World,2,1422,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,126.4,14.5,10.4,0.25,31.5,9.8,114.7,0.094,0.217,True,0.977,Green wave coordination successful - maintain current corridor offset
RE110470,2025-04-26 22:21:54,J013,HSR BDA Complex,J014,Electronic City Toll,1,813,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,96.3,14.7,9.6,0.184,40.9,15.2,85.3,0.085,0.197,True,0.93,Green wave coordination successful - maintain current corridor offset
RE110471,2025-05-11 10:09:58,J021,Vijayanagar,J022,Rajajinagar,1,253,Recurrent Congestion,Weekend,False,Clear,False,0.0,False,32.7,66.1,37.5,0.961,9.3,64.6,482.6,0.188,0.435,False,0.951,Heavy congestion detected - signal timing extended and reroute suggested
RE110472,2025-12-27 11:36:42,J011,Indiranagar 100ft Road,J013,HSR BDA Complex,2,1323,Recurrent Congestion,Weekend,False,Rain,True,12.7,False,117.1,23.1,16.4,0.444,32.4,33.9,127.7,0.105,0.242,True,0.904,Light rain detected - minor speed reduction advised
RE110473,2025-08-14 13:05:13,J032,Richmond Circle,J034,Ulsoor,2,914,Recurrent Congestion,Weekday,False,Clear,False,0.0,False,87.9,19.6,14.5,0.198,29.2,14.0,129.9,0.09,0.207,True,0.939,Green wave coordination successful - maintain current corridor offset
