record_id,timestamp,parking_lot_id,junction_id,junction_name,lot_type,capacity,occupied_slots,occupancy_pct,day_type,is_festival,is_rain,rainfall_mm,is_accident_nearby,near_full,turnover_rate_per_hr,avg_search_time_sec,search_distance_km,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
PK606210,2025-04-10 21:39:58,J005-P2,J005,Yeshwantpur,Mall Basement,437,305,69.8,Weekday,False,False,0.0,False,False,0.46,63.3,0.18,0.056,0.128,0.968,Ample parking available - standard guidance sufficient
PK606211,2025-01-02 14:12:17,J021-P1,J021,Vijayanagar,On-Street Metered,83,60,72.3,Weekday,False,True,1.6,False,False,0.49,78.6,0.24,0.08,0.184,0.924,Ample parking available - standard guidance sufficient
PK606212,2025-08-14 00:04:04,J007-P2,J007,Banashankari,On-Street Metered,87,22,25.3,Weekday,False,True,15.1,False,False,0.54,15.0,0.08,0.01,0.023,0.925,Ample parking available - standard guidance sufficient
PK606213,2026-04-27 14:16:19,J002-P2,J002,Marathahalli,Market Area,82,23,28.0,Weekday,False,True,10.1,False,False,0.49,41.8,0.15,0.036,0.084,0.926,Ample parking available - standard guidance sufficient
PK606214,2025-01-26 14:12:35,J018-P2,J018,Nagawara,Market Area,66,36,54.5,Weekend,True,False,0.0,False,False,0.54,15.0,0.06,0.023,0.053,0.926,Festival demand surge expected - pre-booking recommended
PK606215,2025-03-08 19:46:02,J015-P2,J015,Bellandur,Market Area,87,16,18.4,Weekend,False,False,0.0,False,False,0.77,17.2,0.07,0.019,0.043,0.97,Ample parking available - standard guidance sufficient
PK606216,2025-08-28 08:53:14,J022-P1,J022,Rajajinagar,On-Street Metered,86,18,20.9,Weekday,True,True,52.3,False,False,0.57,44.0,0.21,0.054,0.126,0.848,Festival demand surge expected - pre-booking recommended
PK606217,2025-09-14 13:49:38,J005-P2,J005,Yeshwantpur,Market Area,104,24,23.1,Weekend,False,True,12.7,False,False,0.57,39.0,0.14,0.048,0.112,0.934,Ample parking available - standard guidance sufficient
PK606218,2025-08-08 18:08:50,J005-P2,J005,Yeshwantpur,On-Street Metered,20,18,90.0,Weekday,False,False,0.0,False,True,0.37,212.8,0.96,0.253,0.585,0.946,Lot filling up - real-time slot guidance recommended
PK606219,2026-04-14 12:08:49,J004-P3,J004,Hebbal,Mall Basement,386,197,51.0,Weekday,True,False,0.0,True,False,0.54,25.0,0.07,0.032,0.074,0.749,Festival demand surge expected - pre-booking recommended
PK606220,2026-04-25 19:39:40,J026-P1,J026,Hosur Road,On-Street Metered,20,7,35.0,Weekend,False,False,0.0,False,False,0.48,33.8,0.13,0.019,0.045,0.956,Ample parking available - standard guidance sufficient
PK606221,2026-01-11 10:06:23,J032-P1,J032,Richmond Circle,On-Street Metered,20,17,85.0,Weekend,False,False,0.0,False,False,0.45,150.9,0.61,0.168,0.389,0.957,Lot filling up - real-time slot guidance recommended
PK606222,2025-08-15 22:31:41,J021-P1,J021,Vijayanagar,Office Complex,284,54,19.0,Weekday,True,False,0.0,False,False,0.61,28.4,0.06,0.033,0.076,0.921,Festival demand surge expected - pre-booking recommended
PK606223,2026-01-24 11:11:19,J026-P2,J026,Hosur Road,Mall Basement,458,49,10.7,Weekend,False,False,0.0,False,False,0.68,36.9,0.22,0.036,0.083,0.99,Ample parking available - standard guidance sufficient
PK606224,2025-04-14 14:59:30,J030-P2,J030,MG Road,Multi-Level Public,705,483,68.5,Weekday,True,False,0.0,False,False,0.38,34.5,0.1,0.041,0.094,0.909,Festival demand surge expected - pre-booking recommended
PK606225,2025-02-18 19:53:15,J018-P3,J018,Nagawara,Market Area,140,30,21.4,Weekday,False,False,0.0,False,False,0.6,32.7,0.11,0.029,0.066,0.979,Ample parking available - standard guidance sufficient
PK606226,2025-06-30 16:48:55,J040-P3,J040,City Market,Mall Basement,465,48,10.3,Weekday,False,False,0.0,False,False,0.57,15.0,0.05,0.032,0.074,0.974,Ample parking available - standard guidance sufficient
PK606227,2025-04-28 21:51:49,J024-P3,J024,JP Nagar,On-Street Metered,47,11,23.4,Weekday,False,False,0.0,False,False,0.71,21.4,0.08,0.018,0.041,0.977,Ample parking available - standard guidance sufficient
PK606228,2025-06-19 01:13:12,J030-P2,J030,MG Road,Market Area,126,28,22.2,Weekday,False,False,0.0,False,False,0.58,15.0,0.07,0.018,0.042,0.953,Ample parking available - standard guidance sufficient
PK606229,2025-03-17 16:00:43,J031-P3,J031,Cubbon Road,Office Complex,320,267,83.4,Weekday,False,False,0.0,False,False,0.39,132.8,0.45,0.122,0.281,0.952,Lot filling up - real-time slot guidance recommended
PK606230,2026-01-26 14:55:18,J010-P3,J010,Shivajinagar,Office Complex,240,191,79.6,Weekday,True,False,0.0,False,False,0.43,108.3,0.42,0.109,0.253,0.898,Lot filling up - real-time slot guidance recommended
PK606231,2025-07-21 18:43:55,J040-P2,J040,City Market,Office Complex,330,292,88.5,Weekday,False,False,0.0,False,False,0.38,170.6,0.86,0.216,0.499,0.939,Lot filling up - real-time slot guidance recommended
PK606232,2025-12-30 12:16:41,J010-P2,J010,Shivajinagar,Mall Basement,457,42,9.2,Weekday,False,False,0.0,False,False,0.61,30.2,0.1,0.013,0.029,0.975,Ample parking available - standard guidance sufficient
PK606233,2026-04-10 12:22:16,J023-P2,J023,Basavanagudi,On-Street Metered,20,13,65.0,Weekday,False,False,0.0,False,False,0.42,36.1,0.15,0.036,0.084,0.96,Ample parking available - standard guidance sufficient
PK606234,2026-02-25 03:03:49,J015-P2,J015,Bellandur,Multi-Level Public,632,83,13.1,Weekday,False,False,0.0,False,False,0.57,15.4,0.08,0.013,0.031,0.982,Ample parking available - standard guidance sufficient
PK606235,2025-08-15 09:15:07,J031-P1,J031,Cubbon Road,Market Area,151,151,100.0,Weekday,True,False,0.0,False,True,0.29,415.8,1.2,0.397,0.916,0.82,Lot near capacity - reroute to nearby alternate parking recommended
PK606236,2025-10-25 09:10:54,J022-P2,J022,Rajajinagar,Mall Basement,396,67,16.9,Weekend,False,False,0.0,False,False,0.68,44.1,0.2,0.06,0.138,0.943,Ample parking available - standard guidance sufficient
PK606237,2026-03-21 14:01:15,J028-P1,J028,Tumkur Road,Multi-Level Public,687,437,63.6,Weekend,False,False,0.0,False,False,0.53,36.4,0.19,0.057,0.132,0.978,Ample parking available - standard guidance sufficient
PK606238,2025-07-01 15:44:53,J011-P3,J011,Indiranagar 100ft Road,Mall Basement,458,87,19.0,Weekday,False,True,19.8,False,False,0.81,39.5,0.19,0.026,0.06,0.934,Ample parking available - standard guidance sufficient
PK606239,2025-01-12 08:21:01,J010-P3,J010,Shivajinagar,Market Area,122,122,100.0,Weekend,False,False,0.0,False,True,0.39,511.9,1.85,0.557,1.287,0.858,Lot near capacity - reroute to nearby alternate parking recommended
PK606240,2025-05-17 17:43:51,J028-P2,J028,Tumkur Road,Multi-Level Public,726,726,100.0,Weekend,False,True,12.3,False,True,0.26,523.1,2.19,0.591,1.365,0.821,Lot near capacity - reroute to nearby alternate parking recommended
PK606241,2025-12-16 14:44:41,J020-P1,J020,Malleshwaram Circle,Multi-Level Public,645,425,65.9,Weekday,False,False,0.0,False,False,0.36,43.3,0.19,0.037,0.086,0.955,Ample parking available - standard guidance sufficient
PK606242,2025-10-13 21:46:44,J030-P1,J030,MG Road,Multi-Level Public,758,245,32.3,Weekday,False,False,0.0,False,False,0.6,15.0,0.06,0.016,0.038,0.955,Ample parking available - standard guidance sufficient
PK606243,2025-02-28 09:28:17,J021-P1,J021,Vijayanagar,On-Street Metered,20,13,65.0,Weekday,False,False,0.0,False,False,0.49,45.8,0.22,0.054,0.124,0.965,Ample parking available - standard guidance sufficient
PK606244,2025-09-11 08:58:17,J023-P3,J023,Basavanagudi,Multi-Level Public,746,159,21.3,Weekday,False,True,17.7,False,False,0.65,22.6,0.08,0.011,0.026,0.948,Ample parking available - standard guidance sufficient
PK606245,2026-04-10 21:21:32,J021-P2,J021,Vijayanagar,On-Street Metered,84,31,36.9,Weekday,False,False,0.0,False,False,0.61,43.0,0.18,0.04,0.093,0.959,Ample parking available - standard guidance sufficient
PK606246,2025-06-10 08:58:20,J036-P1,J036,HAL Airport Road,On-Street Metered,78,12,15.4,Weekday,False,False,0.0,False,False,0.54,42.7,0.13,0.031,0.071,0.966,Ample parking available - standard guidance sufficient
PK606247,2025-05-28 21:47:54,J011-P1,J011,Indiranagar 100ft Road,On-Street Metered,143,55,38.5,Weekday,False,False,0.0,False,False,0.66,23.4,0.1,0.032,0.075,0.935,Ample parking available - standard guidance sufficient
PK606248,2025-11-29 19:29:27,J008-P2,J008,Jayanagar 4th Block,Multi-Level Public,710,264,37.2,Weekend,False,False,0.0,False,False,0.37,36.7,0.15,0.036,0.082,0.976,Ample parking available - standard guidance sufficient
PK606249,2026-02-25 09:12:26,J033-P3,J033,Trinity Circle,Market Area,106,83,78.3,Weekday,False,False,0.0,False,False,0.36,116.2,0.37,0.117,0.271,0.94,Lot filling up - real-time slot guidance recommended
PK606250,2026-03-31 18:05:55,J026-P2,J026,Hosur Road,Office Complex,278,230,82.7,Weekday,False,False,0.0,False,False,0.48,128.8,0.56,0.158,0.364,0.971,Lot filling up - real-time slot guidance recommended
PK606251,2026-01-18 10:27:52,J007-P1,J007,Banashankari,Multi-Level Public,709,503,70.9,Weekend,False,False,0.0,False,False,0.47,64.7,0.27,0.042,0.096,0.97,Ample parking available - standard guidance sufficient
PK606252,2025-10-13 09:09:11,J042-P2,J042,Anand Rao Circle,Market Area,125,96,76.8,Weekday,False,True,13.6,False,False,0.44,85.4,0.36,0.098,0.227,0.935,Lot filling up - real-time slot guidance recommended
PK606253,2025-06-02 10:47:47,J039-P3,J039,KR Market,Multi-Level Public,734,614,83.7,Weekday,False,True,8.4,False,False,0.36,134.7,0.53,0.15,0.346,0.905,Lot filling up - real-time slot guidance recommended
PK606254,2025-09-19 21:14:03,J004-P3,J004,Hebbal,Mall Basement,443,323,72.9,Weekday,False,False,0.0,False,False,0.42,78.8,0.46,0.107,0.248,0.989,Ample parking available - standard guidance sufficient
PK606255,2025-04-04 16:06:14,J019-P1,J019,RT Nagar,Mall Basement,488,41,8.4,Weekday,False,False,0.0,False,False,0.61,22.5,0.08,0.014,0.033,0.944,Ample parking available - standard guidance sufficient
PK606256,2025-01-26 06:00:26,J028-P1,J028,Tumkur Road,On-Street Metered,43,5,11.6,Weekend,True,False,0.0,False,False,0.55,34.4,0.12,0.032,0.073,0.911,Festival demand surge expected - pre-booking recommended
PK606257,2025-01-31 09:58:53,J010-P3,J010,Shivajinagar,Multi-Level Public,671,396,59.0,Weekday,False,False,0.0,False,False,0.38,31.2,0.1,0.039,0.09,0.951,Ample parking available - standard guidance sufficient
PK606258,2026-06-05 17:57:25,J012-P1,J012,Koramangala Sony World,Multi-Level Public,749,663,88.5,Weekday,False,True,13.8,False,False,0.57,184.2,0.62,0.18,0.416,0.894,Lot filling up - real-time slot guidance recommended
PK606259,2026-01-11 19:51:12,J017-P3,J017,Whitefield ITPL,Multi-Level Public,696,247,35.5,Weekend,False,False,0.0,False,False,0.59,15.0,0.05,0.015,0.036,0.965,Ample parking available - standard guidance sufficient
PK606260,2025-07-06 08:46:27,J038-P2,J038,Varthur,Office Complex,331,43,13.0,Weekend,False,False,0.0,False,False,0.65,25.1,0.1,0.015,0.034,0.977,Ample parking available - standard guidance sufficient
PK606261,2025-08-02 07:04:10,J020-P3,J020,Malleshwaram Circle,Mall Basement,471,104,22.1,Weekend,False,True,6.8,False,False,0.7,34.9,0.11,0.037,0.085,0.923,Ample parking available - standard guidance sufficient
PK606262,2025-07-10 11:35:18,J003-P3,J003,KR Puram,Office Complex,251,216,86.1,Weekday,False,True,67.6,False,False,0.19,144.2,0.44,0.117,0.271,0.909,Lot filling up - real-time slot guidance recommended
PK606263,2026-04-03 21:52:23,J035-P3,J035,Domlur,Market Area,92,24,26.1,Weekday,False,True,4.4,False,False,0.56,47.6,0.11,0.037,0.086,0.953,Ample parking available - standard guidance sufficient
PK606264,2025-04-20 13:16:15,J040-P3,J040,City Market,Market Area,159,18,11.3,Weekend,False,False,0.0,False,False,0.56,48.3,0.16,0.045,0.104,0.948,Ample parking available - standard guidance sufficient
PK606265,2025-03-28 19:47:16,J002-P2,J002,Marathahalli,On-Street Metered,24,9,37.5,Weekday,False,False,0.0,False,False,0.59,27.6,0.1,0.022,0.05,0.969,Ample parking available - standard guidance sufficient
PK606266,2025-07-12 14:51:30,J020-P1,J020,Malleshwaram Circle,On-Street Metered,45,36,80.0,Weekend,False,True,66.5,False,False,0.49,105.0,0.51,0.139,0.322,0.903,Lot filling up - real-time slot guidance recommended
PK606267,2025-02-20 10:34:59,J015-P3,J015,Bellandur,Multi-Level Public,664,475,71.5,Weekday,False,False,0.0,False,False,0.39,81.1,0.29,0.09,0.209,0.969,Ample parking available - standard guidance sufficient
PK606268,2026-02-13 18:51:56,J019-P3,J019,RT Nagar,Office Complex,282,205,72.7,Weekday,False,False,0.0,False,False,0.48,69.6,0.35,0.08,0.186,0.99,Ample parking available - standard guidance sufficient
PK606269,2025-10-02 07:44:48,J013-P1,J013,HSR BDA Complex,Office Complex,234,32,13.7,Weekday,True,False,0.0,False,False,0.66,51.1,0.21,0.056,0.13,0.888,Festival demand surge expected - pre-booking recommended
PK606270,2025-06-12 10:11:18,J012-P2,J012,Koramangala Sony World,Mall Basement,477,99,20.8,Weekday,False,True,17.4,False,False,0.65,57.2,0.22,0.048,0.111,0.919,Ample parking available - standard guidance sufficient
PK606271,2026-06-25 07:13:10,J016-P1,J016,Sarjapur Road,Office Complex,249,65,26.1,Weekday,False,False,0.0,False,False,0.45,22.2,0.09,0.02,0.046,0.96,Ample parking available - standard guidance sufficient
PK606272,2025-05-29 10:10:09,J037-P1,J037,Kadugodi,Mall Basement,434,57,13.1,Weekday,False,False,0.0,False,False,0.55,39.6,0.24,0.05,0.115,0.961,Ample parking available - standard guidance sufficient
PK606273,2025-07-12 23:05:57,J004-P1,J004,Hebbal,On-Street Metered,20,3,15.0,Weekend,False,False,0.0,True,False,0.61,63.5,0.27,0.065,0.151,0.787,Ample parking available - standard guidance sufficient
PK606274,2025-11-18 17:46:32,J039-P2,J039,KR Market,On-Street Metered,80,74,92.5,Weekday,False,False,0.0,False,True,0.39,209.9,0.77,0.25,0.577,0.917,Lot filling up - real-time slot guidance recommended
PK606275,2025-10-12 19:43:37,J042-P2,J042,Anand Rao Circle,Multi-Level Public,608,270,44.4,Weekend,False,False,0.0,False,False,0.46,38.6,0.17,0.031,0.071,0.969,Ample parking available - standard guidance sufficient
PK606276,2026-03-02 05:19:36,J009-P1,J009,Majestic,Office Complex,300,51,17.0,Weekday,False,False,0.0,False,False,0.69,27.4,0.11,0.029,0.068,0.971,Ample parking available - standard guidance sufficient
PK606277,2025-05-13 16:40:05,J031-P1,J031,Cubbon Road,Market Area,102,18,17.6,Weekday,False,True,1.1,False,False,0.51,29.0,0.11,0.031,0.071,0.915,Ample parking available - standard guidance sufficient
PK606278,2026-04-22 10:33:07,J005-P2,J005,Yeshwantpur,Market Area,126,103,81.7,Weekday,False,False,0.0,False,False,0.43,130.2,0.51,0.139,0.32,0.948,Lot filling up - real-time slot guidance recommended
PK606279,2025-11-04 17:23:22,J019-P2,J019,RT Nagar,Multi-Level Public,711,652,91.7,Weekday,False,False,0.0,False,True,0.39,205.2,0.77,0.186,0.43,0.923,Lot filling up - real-time slot guidance recommended
PK606280,2025-08-05 11:00:06,J005-P1,J005,Yeshwantpur,Office Complex,299,239,79.9,Weekday,False,False,0.0,False,False,0.42,119.2,0.46,0.126,0.291,0.966,Lot filling up - real-time slot guidance recommended
PK606281,2025-10-20 23:24:21,J027-P1,J027,Mysore Road,On-Street Metered,124,21,16.9,Weekday,True,False,0.0,False,False,0.57,33.1,0.17,0.017,0.039,0.929,Festival demand surge expected - pre-booking recommended
PK606282,2025-09-04 19:30:55,J042-P2,J042,Anand Rao Circle,Market Area,163,22,13.5,Weekday,False,True,1.3,False,False,0.44,32.2,0.11,0.022,0.051,0.925,Ample parking available - standard guidance sufficient
PK606283,2025-02-05 09:06:15,J023-P3,J023,Basavanagudi,Office Complex,385,272,70.6,Weekday,False,False,0.0,False,False,0.53,55.1,0.32,0.079,0.183,0.975,Ample parking available - standard guidance sufficient
PK606284,2026-01-24 10:42:38,J005-P1,J005,Yeshwantpur,Market Area,141,141,100.0,Weekend,False,False,0.0,False,True,0.3,485.2,2.45,0.612,1.414,0.872,Lot near capacity - reroute to nearby alternate parking recommended
PK606285,2025-01-11 09:22:56,J024-P3,J024,JP Nagar,Market Area,179,157,87.7,Weekend,False,False,0.0,False,False,0.38,174.3,0.52,0.163,0.378,0.937,Lot filling up - real-time slot guidance recommended
PK606286,2026-03-23 18:52:19,J019-P2,J019,RT Nagar,Multi-Level Public,701,645,92.0,Weekday,False,False,0.0,False,True,0.38,223.9,0.85,0.249,0.576,0.941,Lot filling up - real-time slot guidance recommended
PK606287,2025-12-06 21:02:49,J004-P2,J004,Hebbal,On-Street Metered,54,13,24.1,Weekend,False,False,0.0,False,False,0.61,36.6,0.15,0.04,0.092,0.967,Ample parking available - standard guidance sufficient
PK606288,2026-04-06 17:46:35,J022-P1,J022,Rajajinagar,Multi-Level Public,664,537,80.9,Weekday,False,False,0.0,False,False,0.31,120.7,0.33,0.122,0.281,0.959,Lot filling up - real-time slot guidance recommended
PK606289,2025-06-07 06:06:23,J006-P3,J006,Tin Factory,Mall Basement,412,115,27.9,Weekend,False,True,14.7,False,False,0.55,56.7,0.23,0.039,0.09,0.893,Ample parking available - standard guidance sufficient
PK606290,2025-02-03 15:59:37,J019-P1,J019,RT Nagar,Multi-Level Public,616,380,61.7,Weekday,False,False,0.0,False,False,0.41,27.7,0.15,0.037,0.086,0.975,Ample parking available - standard guidance sufficient
PK606291,2025-09-03 03:59:18,J039-P1,J039,KR Market,Multi-Level Public,686,141,20.6,Weekday,False,True,37.7,False,False,0.69,15.0,0.07,0.014,0.032,0.917,Ample parking available - standard guidance sufficient
PK606292,2026-01-11 12:21:41,J013-P3,J013,HSR BDA Complex,Office Complex,299,95,31.8,Weekend,False,False,0.0,False,False,0.58,36.1,0.12,0.021,0.05,0.969,Ample parking available - standard guidance sufficient
PK606293,2025-10-17 08:23:01,J005-P1,J005,Yeshwantpur,Mall Basement,436,62,14.2,Weekday,False,False,0.0,False,False,0.71,19.5,0.05,0.018,0.041,0.959,Ample parking available - standard guidance sufficient
PK606294,2025-01-05 09:15:44,J007-P3,J007,Banashankari,Market Area,172,163,94.8,Weekend,False,False,0.0,False,True,0.48,223.9,0.81,0.247,0.571,0.969,Lot filling up - real-time slot guidance recommended
PK606295,2025-11-24 09:46:25,J022-P2,J022,Rajajinagar,On-Street Metered,113,80,70.8,Weekday,False,False,0.0,False,False,0.41,57.3,0.2,0.059,0.137,0.966,Ample parking available - standard guidance sufficient
PK606296,2026-04-23 21:47:37,J028-P2,J028,Tumkur Road,On-Street Metered,90,27,30.0,Weekday,False,False,0.0,False,False,0.63,37.4,0.09,0.041,0.094,0.968,Ample parking available - standard guidance sufficient
PK606297,2026-02-24 22:01:03,J025-P2,J025,Bannerghatta Road,On-Street Metered,137,39,28.5,Weekday,False,False,0.0,False,False,0.62,34.0,0.16,0.028,0.065,0.961,Ample parking available - standard guidance sufficient
PK606298,2025-05-29 19:34:23,J009-P1,J009,Majestic,Multi-Level Public,712,338,47.5,Weekday,False,True,10.0,False,False,0.65,40.2,0.13,0.025,0.059,0.928,Ample parking available - standard guidance sufficient
PK606299,2026-02-23 14:39:58,J021-P3,J021,Vijayanagar,On-Street Metered,20,15,75.0,Weekday,False,False,0.0,True,False,0.4,74.1,0.24,0.067,0.155,0.781,Lot filling up - real-time slot guidance recommended
PK606300,2025-03-01 15:03:23,J010-P3,J010,Shivajinagar,Office Complex,286,99,34.6,Weekend,False,False,0.0,False,False,0.73,43.0,0.17,0.041,0.095,0.941,Ample parking available - standard guidance sufficient
PK606301,2025-01-25 21:36:29,J025-P1,J025,Bannerghatta Road,On-Street Metered,108,36,33.3,Weekend,False,False,0.0,False,False,0.65,29.0,0.11,0.028,0.066,0.983,Ample parking available - standard guidance sufficient
